PMID,Article Title,Year,Month,Day,Chemical List,keywords,,,,
25912014,Organ-Specific Cancer Metabolism and Its Potential for Therapy.,2015,4,29,[],"['Cancer metabolism', 'Epigenetic drivers', 'Estrogen receptor-positive breast cancer', 'Fatty acid metabolism', 'Genetic drivers', 'Gluconeogenesis', 'Glucose metabolism', 'Glutamine metabolism', 'Liver cancer', 'Metabolic depletion', 'Metabolic normalization', 'Metabolic therapy', 'Microenvironment', 'Mixed Warburg effect', 'Prostate cancer', 'Reverse Warburg effect', 'Serine metabolism', 'Tissue-specific metabolism', 'Triple-negative breast cancer', 'Warburg effect']",,,,
25909219,Fasting induces anti-Warburg effect that increases respiration but reduces ATP-synthesis to promote apoptosis in colon cancer models.,2015,4,25,['Adenosine Triphosphate'],"['Warburg effect', 'colon cancer', 'fasting', 'glucose uptake', 'oxidative phosphorylation']",,,,
25907297,The progression from a lower to a higher invasive stage of bladder cancer is associated with severe alterations in glucose and pyruvate metabolism.,2015,4,25,"['Glucose Transporter Type 1', 'Glucose Transporter Type 3', 'Monocarboxylic Acid Transporters', 'Muscle Proteins', 'SLC16A4 protein, human', 'SLC2A1 protein, human', 'SLC2A3 protein, human', 'Lactic Acid', 'Pyruvic Acid', 'L-Lactate Dehydrogenase', 'Alanine Transaminase', 'Phosphofructokinase-1', 'Glucose', 'Alanine']","['Bladder cancer', 'Metabolism', 'RT4', 'TCCSUP', 'Warburg effect']",,,,
25907074,"mTOR activation is a biomarker and a central pathway to autoimmune disorders, cancer, obesity, and aging.",2015,4,25,"['Biomarkers', 'MTOR protein, human', 'TOR Serine-Threonine Kinases', 'Sirolimus']","['T cell activation', 'autoimmunity', 'autophagy', 'biomarker', 'glutathione', 'glycolysis', 'hypoxia', 'inflammation', 'keloid disease', 'kynurenine', 'mTOR', 'metabolism', 'mitochondria', 'oxidative stress', 'pathogenesis', 'pentose phosphate pathway', 'rapamycin', 'sirolimus', 'systemic lupus erythematosus', 'treatment']",,,,
25898275,Intersections between mitochondrial sirtuin signaling and tumor cell metabolism.,2015,4,22,"['Mitochondrial Proteins', 'Sirtuins', 'Glucose']","['Antioxidants', 'Warburg effect', 'glutamine metabolism', 'metabolic reprograming', 'signaling pathways']",,,,
25897830,Rapamycin Suppresses Tumor Growth and Alters the Metabolic Phenotype in T-Cell Lymphoma.,2015,4,22,"['TOR Serine-Threonine Kinases', 'mTOR protein, mouse', 'Sirolimus']",[],,,,
25897425,Dynamic scenario of metabolic pathway adaptation in tumors and therapeutic approach.,2015,4,22,[],"['hypoxia-inducible factor-1\xc3\xa1', 'metabolic-target therapy', 'migration', 'oxidative phosphorylation', 'proliferation', '\xe2\x80\x9cWarburg effect\xe2\x80\x9d']",,,,
25893381,RRAD inhibits the Warburg effect through negative regulation of the NF-κB signaling.,2015,4,22,"['Glucose Transporter Type 1', 'NF-kappa B', 'RRAD protein, human', 'SLC2A1 protein, human', 'Transcription Factor RelA', 'Tumor Necrosis Factor-alpha', 'ras Proteins']","['GLUT1', 'NF-\xce\xbaB', 'RRAD', 'p65', 'the Warburg effect']",,,,
25890351,T-cell metabolism in autoimmune disease.,2015,4,19,"['Lactic Acid', 'NADP', 'Adenosine Triphosphate']",[],,,,
25889659,"The influence of moonlight and lunar periodicity on the efficacy of CDC light trap in sampling Phlebotomus (Larroussius) orientalis Parrot, 1936 and other Phlebotomus sandflies (Diptera: Psychodidae) in Ethiopia.",2015,4,19,[],[],,,,
25888721,Dichloroacetate restores drug sensitivity in paclitaxel-resistant cells by inducing citric acid accumulation.,2015,4,19,"['ATP-Binding Cassette, Sub-Family B, Member 1', 'Antineoplastic Agents', 'Citric Acid', 'Dichloroacetic Acid', 'Paclitaxel']",[],,,,
25880801,Phosphorylation of pyruvate kinase M2 and lactate dehydrogenase A by fibroblast growth factor receptor 1 in benign and malignant thyroid tissue.,2015,4,17,"['Biomarkers', 'Carrier Proteins', 'Isoenzymes', 'Membrane Proteins', 'RNA, Messenger', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'L-Lactate Dehydrogenase', 'lactate dehydrogenase 5', 'Receptor, Fibroblast Growth Factor, Type 1']",[],,,,
25876649,Melatonin: an inhibitor of breast cancer.,2015,4,17,['Melatonin'],"['breast cancer', 'circadian disruption', 'drug resistance', 'genomic instability', 'melatonin', 'molecular signaling', 'nuclear receptors']",,,,
25874623,Acid gradient across plasma membrane can drive phosphate bond synthesis in cancer cells: acidic tumor milieu as a potential energy source.,2015,4,16,"['Diphosphates', 'Phosphates', 'Phosphorus Radioisotopes', 'Protons', 'Lactic Acid', 'diphosphoric acid', 'Adenosine Diphosphate', 'Adenosine Triphosphate', 'Glucose']",[],,,,
25871473,AMPK-mediated energy homeostasis and associated metabolic effects on cancer cell response and resistance to cetuximab.,2015,4,15,"['Antineoplastic Agents', 'HIF1A protein, human', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Protein Kinase Inhibitors', 'Adenosine Triphosphate', 'STK11 protein, human', 'Protein-Serine-Threonine Kinases', 'AMP-Activated Protein Kinases', 'Cetuximab']","['AMPK', 'EGFR', 'HIF-1', 'cancer metabolism', 'cetuximab']",,,,
25868605,The pyruvate dehydrogenase complex in cancer: An old metabolic gatekeeper regulated by new pathways and pharmacological agents.,2015,4,15,['Pyruvate Dehydrogenase Complex'],"['PDK inhibitors', 'Warburg effect', 'cancer metabolism', 'pyruvate dehydrogenase complex', 'pyruvate dehydrogenase kinase', 'pyruvate dehydrogenase phosphatase']",,,,
25859558,Analysis and interpretation of transcriptomic data obtained from extended Warburg effect genes in patients with clear cell renal cell carcinoma.,2015,4,11,[],"['Warburg effect', 'aerobic glycolysis', 'clear cell renal cell carcinoma', 'transcriptomics']",,,,
25854316,Dose-dependent effect of 2-deoxy-D-glucose on glycoprotein mannosylation in cancer cells.,2015,4,10,"['Glycoproteins', 'Lectins', 'Membrane Proteins', 'Deoxyglucose', 'Mannose']","['cellular glucose metabolism', 'glycobiology', 'membrane proteins']",,,,
25849957,Second German-Catalan workshop on epigenetics & cancer.,2015,4,8,[],"['CRCME', 'DKFZ', 'DNA methylation', 'German Cancer Research Center', 'HDCAs', 'IMPPC', 'Institute of Predictive and Personalized Medicine of Cancer', 'PEBC/IDIBELL', 'Program on Cancer Epigenetics and Biology at Institute of Biomedical Research of Bellvitge', 'Research Center for Collaborative Medical Epigenetics', 'cancer', 'chromatin', 'differentiation', 'epigenetics', 'histone modifications', 'imprinting', 'non-coding RNAs', 'repetitive elements']",,,,
25847249,In Silico Modeling-based Identification of Glucose Transporter 4 (GLUT4)-selective Inhibitors for Cancer Therapy.,2015,4,8,"['Antineoplastic Agents', 'Enzyme Inhibitors', 'Glucose Transporter Type 1', 'Glucose Transporter Type 4', 'Small Molecule Libraries', 'Glucose']","['Warburg effect', 'cancer', 'glucose transport', 'glucose transporter type 4 (GLUT4)', 'multiple myeloma']",,,,
25840825,Moderate DNA damage promotes metabolic flux into PPP via PKM2 Y-105 phosphorylation: a feature that favours cancer cells.,2015,4,5,"['Carrier Proteins', 'DNA, Neoplasm', 'Membrane Proteins', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Phosphoenolpyruvate']",[],,,,
25839656,Metabolic signatures of renal cell carcinoma.,2015,4,4,"['Adenosine Diphosphate', 'Adenosine Triphosphate', 'Protein-Serine-Threonine Kinases', 'pyruvate dehydrogenase (acetyl-transferring) kinase', 'Matrix Metalloproteinases']","['Clear cell renal cell carcinoma (ccRCC)', 'Mitochondrial membrane potential (MMP)', 'Oxidative phosphorylation (OXPHOS)', 'Uncoupling protein 2 (UCP2)', 'Uncoupling protein 3 (UCP3)', 'Warburg effect']",,,,
25830305,Analyses of the transcriptome and metabolome demonstrate that HIF1α mediates altered tumor metabolism in clear cell renal cell carcinoma.,2015,4,2,"['Hypoxia-Inducible Factor 1, alpha Subunit', 'RNA, Messenger', 'Lactic Acid']",[],,,,
25828364,Protein costs do not explain evolution of metabolic strategies and regulation of ribosomal content: does protein investment explain an anaerobic bacterial Crabtree effect?,2015,4,2,"['Acetates', 'Ribosomal Proteins', 'Lactic Acid', 'Adenosine Triphosphate', 'Arginine', 'Glucose']",[],,,,
27308416,WWOX loss activates aerobic glycolysis.,2015,4,1,[],"['HIF1', 'WWOX', 'Warburg effect', 'aerobic glycolysis', 'breast cancer']",,,,
25818238,MicroRNA-124 inhibits cancer cell growth through PTB1/PKM1/PKM2 feedback cascade in colorectal cancer.,2015,3,31,"[""3' Untranslated Regions"", 'Carrier Proteins', 'Heterogeneous-Nuclear Ribonucleoproteins', 'MIRN124 microRNA, human', 'Membrane Proteins', 'MicroRNAs', 'PTBP1 protein, human', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Polypyrimidine Tract-Binding Protein']","['Colorectal cancer', 'PKM', 'PTB1', 'Warburg effect', 'miR-124']",,,,
25815848,Metabolism and its sequelae in cancer evolution and therapy.,2015,3,31,[],[],,,,
25815844,Drivers of the Warburg phenotype.,2015,3,31,['Glucose'],[],,,,
25814990,Metabolic reprograming of mononuclear phagocytes in progressive multiple sclerosis.,2015,3,31,[],"['EAE', 'Warburg effect', 'immune metabolism', 'macrophages', 'microglia', 'mitochondria', 'multiple sclerosis']",,,,
25814170,Founder mutation causes classical Fukuyama congenital muscular dystrophy (FCMD) in Chinese patients.,2015,3,31,"[""3' Untranslated Regions"", 'FKTN protein, human', 'Membrane Proteins']","['3-kb insertion', 'FKTN', 'Founder mutation', 'Fukuyama congenital muscular dystrophy', 'Haplotype analysis']",,,,
25812764,Viral activation of cellular metabolism.,2015,3,31,"['Fatty Acids', 'Glutamine']","['Fatty acid synthesis', 'Glutaminolysis', 'Glycolysis', 'Metabolism', 'Metabolomics', 'Virus']",,,,
25810260,PPARα inhibition modulates multiple reprogrammed metabolic pathways in kidney cancer and attenuates tumor growth.,2015,3,27,"['GW 6471', 'Oxazoles', 'PPAR alpha', 'Proto-Oncogene Proteins c-myc', 'RNA, Small Interfering', 'Tyrosine']","['kidney cancer', 'metabolomics', 'peroxisome proliferator-activating receptor-\xce\xb1', 'reprogramming']",,,,
25808097,Pyruvate Kinase M2 Modulates Esophageal Squamous Cell Carcinoma Chemotherapy Response by Regulating the Pentose Phosphate Pathway.,2015,3,27,"['Antineoplastic Agents', 'Biomarkers, Tumor', 'Carrier Proteins', 'Membrane Proteins', 'RNA, Messenger', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Cisplatin']",[],,,,
25807843,The Warburg effect in mycobacterial granulomas is dependent on the recruitment and activation of macrophages by interferon-γ.,2015,3,27,"['Radiopharmaceuticals', 'Fluorodeoxyglucose F18', 'Lactic Acid', 'Interferon-gamma']","['glycolysis', 'infection', 'interferon-\xce\xb3', 'macrophages', 'mycobacteria']",,,,
25807077,Tumor cells switch to mitochondrial oxidative phosphorylation under radiation via mTOR-mediated hexokinase II inhibition--a Warburg-reversing effect.,2015,3,26,"['Adenosine Triphosphate', 'Hexokinase', 'MTOR protein, human', 'TOR Serine-Threonine Kinases', 'Glucose']",[],,,,
25806803,NOX1 supports the metabolic remodeling of HepG2 cells.,2015,3,26,"['Proteins', 'RNA, Small Interfering', 'Reactive Oxygen Species', 'Glutamine', 'NADPH Oxidase 1', 'NADPH Oxidases', 'NOX1 protein, human', 'Glucose']",[],,,,
25806001,Warburg revisited: lessons for innate immunity and sepsis.,2015,3,26,[],"['HIF1a', 'Warburg effect', 'glycolysis', 'inflammation', 'mTOR', 'metabolism', 'oxidative phosphorylation', 'sepsis']",,,,
25800576,[Mechanism of Warburg effect and its effect on tumor metastasis].,2015,3,25,['Glucose'],[],,,,
25798181,The glucose ketone index calculator: a simple tool to monitor therapeutic efficacy for metabolic management of brain cancer.,2015,3,24,[],"['Beta-hydroxybutyrate', 'Calorie restriction', 'Glioblastoma', 'Glucose', 'Ketogenic diet', 'Ketone bodies', 'Metabolic therapy', 'Warburg effect']",,,,
25792083,Warburg effect or reverse Warburg effect? A review of cancer metabolism.,2015,3,21,['Adenosine Triphosphate'],[],,,,
25789975,Long noncoding RNA lincRNA-p21 is the major mediator of UVB-induced and p53-dependent apoptosis in keratinocytes.,2015,3,20,"['RNA, Long Noncoding', 'Tumor Suppressor Protein p53']",[],,,,
25788265,Pyruvate kinase M2 prevents apoptosis via modulating Bim stability and associates with poor outcome in hepatocellular carcinoma.,2015,3,20,"['Apoptosis Regulatory Proteins', 'BCL2L11 protein, human', 'Bcl-2-Like Protein 11', 'Bcl2l11 protein, mouse', 'Biomarkers, Tumor', 'Carrier Proteins', 'Membrane Proteins', 'Proto-Oncogene Proteins', 'RNA, Messenger', 'Thyroid Hormones', 'thyroid hormone-binding proteins']","['Bim', 'PKM2', 'apoptosis', 'hepatocellular carcinoma']",,,,
25781550,Adipose tissue dysfunction and its effects on tumor metabolism.,2015,3,18,"['Antineoplastic Agents', 'HIF1A protein, human', 'Hypoxia-Inducible Factor 1, alpha Subunit']",[],,,,
25778534,Stromal cell-mediated glycolytic switch in CLL cells involves Notch-c-Myc signaling.,2015,3,18,"['MYC protein, human', 'Proto-Oncogene Proteins c-myc', 'Receptors, Notch']",[],,,,
25776657,"PS48 can replace bovine serum albumin in pig embryo culture medium, and improve in vitro embryo development by phosphorylating AKT.",2015,3,18,"['5-(4-chlorophenyl)-3-phenyl-pent-2-enoic acid', 'Culture Media', 'Pentanoic Acids', 'Proto-Oncogene Proteins c-akt']",[],,,,
25773945,Alterations in cancer cell metabolism: the Warburg effect and metabolic adaptation.,2015,3,17,['Glucose'],"['Cancer', 'Gene expression', 'Metabolic flux analysis', 'Metabolic networks']",,,,
25769954,NMR ((1)H and (13)C) based signatures of abnormal choline metabolism in oral squamous cell carcinoma with no prominent Warburg effect.,2015,3,15,['Choline'],"['Choline', 'Metabolomics', 'Nuclear magnetic resonance spectroscopy', 'Oral cancer', 'Warburg effect']",,,,
25769101,Modulation of cell metabolic pathways and oxidative stress signaling contribute to acquired melphalan resistance in multiple myeloma cells.,2015,3,15,"['Antineoplastic Agents, Alkylating', 'Interleukin-8', 'Proteome', 'Vascular Endothelial Growth Factor A', 'Melphalan']",[],,,,
25767677,Cancer metabolism: strategic diversion from targeting cancer drivers to targeting cancer suppliers.,2015,3,15,[],"['Cancer', 'Cancer therapy', 'Metabolism']",,,,
25762000,"A phase I open-labeled, single-arm, dose-escalation, study of dichloroacetate (DCA) in patients with advanced solid tumors.",2015,3,13,"['Antineoplastic Agents', 'Dichloroacetic Acid']",[],,,,
25759932,miR-495 mediates metabolic shift in glioma cells via targeting Glut1.,2015,3,12,"[""3' Untranslated Regions"", 'Glucose Transporter Type 1', 'MIRN495 microRNA, human', 'MicroRNAs', 'SLC2A1 protein, human', 'Lactic Acid', 'Glucose']",[],,,,
25738895,Energy metabolism in a matched model of radiation resistance for head and neck squamous cell cancer.,2015,3,5,"['Fatty Acid Synthases', 'Glucose']",[],,,,
25738776,Isoform switch of pyruvate kinase M1 indeed occurs but not to pyruvate kinase M2 in human tumorigenesis.,2015,3,5,"['Isoenzymes', 'RNA Isoforms', 'RNA, Messenger', 'Pyruvate Kinase']",[],,,,
25735978,A PKM2 signature in the failing heart.,2015,3,5,"['Angiogenesis Inhibitors', 'Carrier Proteins', 'Hif1a protein, mouse', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Indoles', 'Membrane Proteins', 'Pyrroles', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Pyruvate Kinase', 'Glucose', 'sunitinib']","['Fetal gene program', 'Glycolysis', 'Heart failure', 'Hif1\xce\xb1', 'PKM2', 'Sunitinib']",,,,
25725984,A strategy for improving FDG accumulation for early detection of metastasis from primary pancreatic cancer: stimulation of the Warburg effect in AsPC-1 cells.,2015,3,3,"['Hexoses', 'Fluorodeoxyglucose F18', 'Phosphofructokinase-1']","['6-Phosphofructo-1-kinase', 'Ascites tumor cells', 'FDG', 'Glycolysis', 'Hexose']",,,,
25722447,The reverse Warburg effect and 18F-FDG uptake in non-small cell lung cancer A549 in mice: a pilot study.,2015,2,28,"['Blood Glucose', 'Nitroimidazoles', 'Radiopharmaceuticals', 'Fluorodeoxyglucose F18', 'pimonidazole', 'Glucose']","['18F-fluorodeoxyglucose', 'PET', 'Pasteur effect', 'non\xe2\x80\x93small cell lung cancer', 'reverse Warburg effect']",,,,
25721733,Organ-specific PTB1-associated microRNAs determine expression of pyruvate kinase isoforms.,2015,2,28,"['Carrier Proteins', 'Heterogeneous-Nuclear Ribonucleoproteins', 'Isoenzymes', 'MIRN124 microRNA, human', 'MIRN133 microRNA, human', 'Membrane Proteins', 'MicroRNAs', 'PTBP1 protein, human', 'Thyroid Hormones', 'thyroid hormone-binding proteins', 'Polypyrimidine Tract-Binding Protein', 'Pyruvate Kinase']",[],,,,
25720493,Activated α2-macroglobulin binding to human prostate cancer cells triggers insulin-like responses.,2015,2,28,"['Antibodies, Neoplasm', 'Heat-Shock Proteins', 'Hypoglycemic Agents', 'Insulin', 'Lactates', 'Sterol Regulatory Element Binding Protein 1', 'alpha-Macroglobulins', 'molecular chaperone GRP78', 'Cholesterol', 'FASN protein, human', 'Fatty Acid Synthase, Type I', 'Glucose']","['Aerobic Glycolysis', 'Antibody Directed Against the Carboxyl-terminal Domain of GRP78', 'Cell Surface GRP78', 'Glycolysis', 'Lipogenesis', 'Prostate Cancer', 'Signal Transduction', 'Warburg Effect', '\xce\xb1-2-Macroglobulin and Metabolic Regulation']",,,,
25717390,Dr. Otto heinrich warburg-survivor of ethical storms.,2015,2,27,[],"['Nobel', 'Otto Heinrich Warburg', 'Warburg effect']",,,,
25715653,Genome-Wide Profiling of TRACK Kidneys Shows Similarity to the Human ccRCC Transcriptome.,2015,2,27,[],[],,,,
25715616,[Changes in lymphocytes under influence of oxidative substrates].,2015,2,27,"['Lactic Acid', 'Succinic Acid', 'Succinate Dehydrogenase', 'Hydro-Lyases', 'lactate dehydratase']",[],,,,
25708858,Regulation of pyruvate kinase isozyme M2 is mediated by the ubiquitin-specific protease 20.,2015,2,25,"['Pyruvate Kinase', 'USP20 protein, human', 'Ubiquitin Thiolesterase']",[],,,,
25701462,Decreased Warburg effect induced by ATP citrate lyase suppression inhibits tumor growth in pancreatic cancer.,2015,2,24,[],[],,,,
25691058,2D-DIGE proteomic analysis identifies new potential therapeutic targets for adrenocortical carcinoma.,2015,2,19,"['Biomarkers, Tumor']","['biomarkers', 'cancer metabolism', 'proteomics']",,,,
25689954,Cancer metabolism and the Warburg effect: the role of HIF-1 and PI3K.,2015,2,19,"['Hypoxia-Inducible Factor 1', 'Lactic Acid', 'Phosphatidylinositol 3-Kinases', 'MTOR protein, human', 'TOR Serine-Threonine Kinases', 'Proto-Oncogene Proteins c-akt']",[],,,,
25687976,Contribution of acidic extracellular microenvironment of cancer-colonized bone to bone pain.,2015,2,18,"['ASIC3 protein, human', 'Acid Sensing Ion Channels', 'Analgesics', 'Monocarboxylic Acid Transporters', 'Protons', 'TRPV Cation Channels', 'TRPV1 protein, human', 'Lactic Acid']","['ASIC3', 'Bone metastasis', 'Monocarboxylate transporters', 'Osteoclastic bone resorption', 'TRPV1', 'Warburg effect']",,,,
25685782,Natural compounds regulate glycolysis in hypoxic tumor microenvironment.,2015,2,17,"['Enzyme Inhibitors', 'Glucose Transport Proteins, Facilitative', 'Hypoxia-Inducible Factor 1', 'Neoplasm Proteins', 'Hexokinase', 'Pyruvate Kinase']",[],,,,
25681259,Drosophila melanogaster activating transcription factor 4 regulates glycolysis during endoplasmic reticulum stress.,2015,2,15,"['Drosophila Proteins', 'Multienzyme Complexes', 'RNA, Double-Stranded', 'Activating Transcription Factor 4', 'Lactic Acid', 'L-Lactate Dehydrogenase', 'Phosphofructokinases', 'Oxygen']","['Atf4', 'endoplasmic reticulum stress', 'glycolysis', 'metabolism', 'unfolded protein response']",,,,
25672512,Introduction to the molecular basis of cancer metabolism and the Warburg effect.,2015,2,13,"['Reactive Oxygen Species', 'Lactic Acid', 'Pyruvic Acid']",[],,,,
25670247,Lactate as an insidious metabolite due to the Warburg effect.,2015,2,12,['Lactic Acid'],[],,,,
25669982,Targeting a ribonucleoprotein complex containing the caprin-1 protein and the c-Myc mRNA suppresses tumor growth in mice: an identification of a novel oncotarget.,2015,2,12,"['Alkaloids', 'CAPRIN1 protein, human', 'Carrier Proteins', 'Cell Cycle Proteins', 'Cyclin D2', 'Indolizines', 'Multiprotein Complexes', 'Phenanthrenes', 'Poly-ADP-Ribose Binding Proteins', 'Proto-Oncogene Proteins c-myb', 'RNA Recognition Motif Proteins', 'RNA, Messenger', 'Ribonucleoproteins', 'DNA Helicases', 'G3BP1 protein, human', 'RNA Helicases', 'tylophorine']",[],,,,
25668477,Targeting respiratory complex I to prevent the Warburg effect.,2015,2,11,"['Antineoplastic Agents', 'Reactive Oxygen Species', 'Electron Transport Complex I']","['Metabolic reprogramming', 'OXPHOS', 'Respiratory complex I', 'Tumor progression', 'Warburg effect']",,,,
25668474,A comprehensive characterization of mitochondrial DNA mutations in glioblastoma multiforme.,2015,2,11,"['DNA, Mitochondrial']","['Glioblastoma multiforme', 'Mitochondrial DNA mutations', 'Warburg effect']",,,,
25664730,"Structures of lactate dehydrogenase A (LDHA) in apo, ternary and inhibitor-bound forms.",2015,2,11,"['Enzyme Inhibitors', 'Isoenzymes', 'NAD', 'Oxalic Acid', 'L-Lactate Dehydrogenase', 'lactate dehydrogenase 5']","['LDHA', 'Warburg effect', 'cancer therapy', 'enzyme inhibition', 'glycolysis', 'lactate dehydrogenase A', 'oxalate', 'pyruvate']",,,,
25661370,Pyruvate kinase M2 affects liver cancer cell behavior through up-regulation of HIF-1α and Bcl-xL in culture.,2015,2,11,"['Hypoxia-Inducible Factor 1, alpha Subunit', 'STAT3 Transcription Factor', 'Transcription Factor RelA', 'bcl-X Protein', 'Phosphotyrosine', 'Pyruvate Kinase']","['Hypoxia inducible factor-1\xce\xb1', 'Pyruvate kinase M2', 'Warburg effect']",,,,
25657648,"Glucose metabolism regulates T cell activation, differentiation, and functions.",2015,2,7,[],"['HIF-1\xce\xb1', 'HIV', 'PI3K', 'glucose transporter 1', 'immune activation', 'inflammation', 'mTOR', 'metabolism']",,,,
25657018,Metabolomic markers of altered nucleotide metabolism in early stage adenocarcinoma.,2015,2,7,"['Biomarkers, Tumor', 'Nucleotides']",[],,,,
25651975,MnSOD upregulation sustains the Warburg effect via mitochondrial ROS and AMPK-dependent signalling in cancer.,2015,2,6,"['RNA, Small Interfering', 'Reactive Oxygen Species', 'Hydrogen Peroxide', 'Superoxide Dismutase', 'Hexokinase', 'Phosphofructokinase-1', 'Pyruvate Kinase', 'AMP-Activated Protein Kinases']",[],,,,
25647573,Targeting carbonic anhydrase IX activity and expression.,2015,2,4,"['Antigens, Neoplasm', 'Antineoplastic Agents', 'Carbonic Anhydrase Inhibitors', 'CA9 protein, human', 'Carbonic Anhydrase IX', 'Carbonic Anhydrases']",[],,,,
25647035,Glucose-6-phosphate tips the balance in modulating apoptosis in cerebellar granule cells.,2015,2,4,"['VDAC1 protein, human', 'Glucose-6-Phosphate', 'Voltage-Dependent Anion Channel 1', 'Hexokinase']","['Apoptosis', 'Glucose-6-phosphate', 'Hexokinase', 'Mitochondria', 'Voltage-dependent anion channel']",,,,
25644309,Warburg effect regulated by amphiregulin in the development of colorectal cancer.,2015,2,4,"['Amphiregulin', 'Basic Helix-Loop-Helix Leucine Zipper Transcription Factors', 'MLX protein, human', 'Glucose']","['Aerobic glycolysis', 'MLX', 'amphiregulin', 'colorectal cancer', 'glucose metabolism']",,,,
25644089,Anti-cancer fatty-acid derivative induces autophagic cell death through modulation of PKM isoform expression profile mediated by bcr-abl in chronic myeloid leukemia.,2015,2,4,"['Antineoplastic Agents', 'CTNNB1 protein, human', 'Carrier Proteins', 'Fatty Acids', 'Heterogeneous-Nuclear Ribonucleoproteins', 'Isoenzymes', 'MYC protein, human', 'Membrane Proteins', 'PPAR gamma', 'Proto-Oncogene Proteins c-myc', 'Thyroid Hormones', 'abl-bcr fusion protein, human', 'beta Catenin', 'thyroid hormone-binding proteins', 'MTOR protein, human', 'TOR Serine-Threonine Kinases', 'Pyruvate Kinase', 'Fusion Proteins, bcr-abl']","['Autophagy', 'Bcr-abl', 'Cell death', 'Fatty-acid derivative', 'Warburg effect']",,,,
25643821,Heterogeneity and proliferation of invasive cancer subclones in game theory models of the Warburg effect.,2015,2,4,['Oxygen'],[],,,,
25642192,Alzheimer's disease: the amyloid hypothesis and the Inverse Warburg effect.,2015,2,3,[],"['age-related disease', 'inverse cancer comorbidity', 'metabolic alteration', 'mitochondrial dysregulation', 'the Inverse Warburg effect']",,,,
29510100,Pyruvate Kinase M2 Regulates Hif-1α Activity and IL-1β Induction and Is a Critical Determinant of the Warburg Effect in LPS-Activated Macrophages.,2015,2,3,[],[],,,,
25626332,Is the small size of a breast cancer tumor the crucial point for successful medical treatment?,2015,1,30,[],[],,,,
25626329,Targeting mitochondria for cancer treatment - two types of mitochondrial dysfunction.,2015,1,30,[],[],,,,
25625025,Simultaneous hyperpolarized (13)C-pyruvate MRI and (18)F-FDG-PET in cancer (hyperPET): feasibility of a new imaging concept using a clinical PET/MRI scanner.,2015,1,28,[],"['13C-pyruvate', '18F-FDG-PET', 'Cancer', 'DNP', 'MR', 'PET/MR', 'hyperpolarized', 'molecular imaging', 'response monitoring']",,,,
25621294,"Glycolysis, tumor metabolism, cancer growth and dissemination. A new pH-based etiopathogenic perspective and therapeutic approach to an old cancer question.",2015,1,27,[],"['Tumor glycolysis', 'cancer growth', 'cancer treatment', 'metastatic process', 'new paradigm in oncology', 'pH and cancer', 'pH and glycolysis', 'proton transport inhibitors']",,,,
25621049,Antitumor effect of D-erythrose in an abdominal metastatic model of colon carcinoma.,2015,1,27,[],"['D-erythrose', 'Warburg effect', 'apoptosis', 'colon cancer']",,,,
25620379,The drs tumor suppressor regulates glucose metabolism via lactate dehydrogenase-B.,2015,1,27,"['Isoenzymes', 'Membrane Proteins', 'Srpx protein, mouse', 'L-Lactate Dehydrogenase', 'lactate dehydrogenase 1', 'Glucose']","['Warburg effect', 'drs', 'knockout mouse', 'lactate dehydrogenase']",,,,
25615557,"The lipid-reactive oxygen species phenotype of breast cancer. Raman spectroscopy and mapping, PCA and PLSDA for invasive ductal carcinoma and invasive lobular carcinoma. Molecular tumorigenic mechanisms beyond Warburg effect.",2015,1,24,['Reactive Oxygen Species'],[],,,,
25610711,Emerging function of mTORC2 as a core regulator in glioblastoma: metabolic reprogramming and drug resistance.,2015,1,23,[],"['Glioblastoma', 'PI3K', 'Warburg effect', 'mTOR', 'mTORC2', 'metabolic reprogramming']",,,,
25609364,Dysregulated glycolysis as an oncogenic event.,2015,1,23,[],[],,,,
25599615,ROS and energy metabolism in cancer cells: alliance for fast growth.,2015,1,21,"['Antioxidants', 'Reactive Oxygen Species', 'NADPH Oxidases', 'Glucose']",[],,,,
25595186,"WWOX, the chromosomal fragile site FRA16D spanning gene: its role in metabolism and contribution to cancer.",2015,1,18,"['Drosophila Proteins', 'Reactive Oxygen Species', 'Tumor Suppressor Proteins', 'Oxidoreductases', 'WW Domain-Containing Oxidoreductase', 'WWOX protein, Drosophila', 'WWOX protein, human', 'Wwox protein, mouse']","['Chromosomal fragile site', 'FRA16D', 'altered metabolism', 'oxidoreductase']",,,,
25594067,Epigenetic and genetic dispositions of ovarian carcinomas.,2015,1,17,[],"['epigenetics', 'high-grade serous adenocarcinoma', 'methylation', 'ovarian clear cell carcinoma']",,,,
25586175,Overexpression of isocitrate dehydrogenase-1R¹³²H enhances the proliferation of A172 glioma cells via aerobic glycolysis.,2015,1,15,"['Hypoxia-Inducible Factor 1, alpha Subunit', 'Isocitrate Dehydrogenase']",[],,,,
